net,length_um
_05362_,13.54µm
_01287_,13.52µm
_05101_,13.52µm
y1[8],13.52µm
_00336_,13.5µm
_01462_,13.5µm
_06283_,13.5µm
_06284_,13.5µm
_01482_,13.48µm
_05205_,13.48µm
_00812_,13.46µm
_01058_,13.46µm
_05149_,13.46µm
_01825_,13.45µm
_00146_,13.44µm
_00373_,13.44µm
_01098_,13.44µm
_02842_,13.44µm
_04435_,13.44µm
_04777_,13.44µm
_05208_,13.44µm
_05694_,13.44µm
_00529_,13.42µm
_01105_,13.42µm
_01250_,13.42µm
_01519_,13.42µm
_01810_,13.42µm
_03595_,13.42µm
_04790_,13.42µm
_06004_,13.42µm
_06556_,13.42µm
_00811_,13.4µm
_02140_,13.4µm
_02803_,13.4µm
_03701_,13.4µm
_03934_,13.4µm
_05054_,13.4µm
_06587_,13.4µm
_05060_,13.385µm
_00902_,13.38µm
_00974_,13.38µm
_02141_,13.38µm
_02430_,13.38µm
_02782_,13.38µm
_02786_,13.38µm
_03741_,13.38µm
_04093_,13.38µm
_04697_,13.38µm
_04929_,13.38µm
net78,13.38µm
_03839_,13.36µm
_00792_,13.35µm
_02802_,13.345µm
_01309_,13.34µm
_03234_,13.34µm
_03680_,13.34µm
_05391_,13.34µm
_06624_,13.34µm
_01183_,13.335µm
_00550_,13.33µm
_01161_,13.32µm
_01332_,13.32µm
_02980_,13.32µm
_04262_,13.32µm
_05203_,13.32µm
_00188_,13.31µm
_01917_,13.3µm
_04800_,13.3µm
_05071_,13.3µm
_01737_,13.28µm
_00031_,13.26µm
_00757_,13.26µm
_01317_,13.26µm
_05906_,13.26µm
_06306_,13.26µm
_06358_,13.26µm
_05537_,13.24µm
_00103_,13.23µm
_00451_,13.22µm
_01720_,13.22µm
_02679_,13.22µm
_03806_,13.22µm
_06545_,13.22µm
_06699_,13.2µm
_00110_,13.18µm
_03546_,13.18µm
_01035_,13.16µm
_02761_,13.16µm
_02985_,13.16µm
_03232_,13.16µm
_04985_,13.16µm
_05089_,13.16µm
w10[2],13.16µm
w10[3],13.16µm
_02734_,13.14µm
_04860_,13.14µm
_05740_,13.14µm
_02721_,13.12µm
_02760_,13.12µm
_02891_,13.12µm
_05235_,13.11µm
_05989_,13.1µm
net207,13.1µm
_01260_,13.08µm
_02583_,13.08µm
_03410_,13.08µm
_05018_,13.08µm
_06806_,13.08µm
w31[2],13.08µm
_03009_,13.06µm
_03541_,13.06µm
_03687_,13.06µm
_06749_,13.06µm
_01046_,13.04µm
_04101_,13.04µm
_04629_,13.04µm
_06507_,13.04µm
_01350_,13.02µm
_01848_,13.02µm
_03213_,13.02µm
_06539_,13.02µm
_05932_,13.01µm
_00733_,12.99µm
_03556_,12.985µm
_00985_,12.98µm
_02772_,12.98µm
_04143_,12.98µm
_04241_,12.98µm
_05172_,12.98µm
_05858_,12.98µm
w32[4],12.98µm
_00956_,12.96µm
_01897_,12.96µm
_02649_,12.96µm
_03909_,12.96µm
_04084_,12.96µm
_05273_,12.96µm
_05572_,12.96µm
_05929_,12.96µm
_00318_,12.94µm
_04220_,12.94µm
_06304_,12.94µm
_06023_,12.93µm
_02023_,12.92µm
_02546_,12.92µm
_04144_,12.92µm
_04690_,12.92µm
_04785_,12.92µm
_05526_,12.92µm
_06143_,12.92µm
_06470_,12.92µm
net172,12.92µm
_00804_,12.9µm
_01454_,12.9µm
_00320_,12.88µm
_02397_,12.88µm
_02775_,12.88µm
_02992_,12.88µm
_03439_,12.88µm
_05052_,12.88µm
_06706_,12.88µm
net724,12.88µm
_00235_,12.86µm
_05388_,12.86µm
_06703_,12.845µm
_00606_,12.84µm
_01237_,12.84µm
_01314_,12.84µm
_02158_,12.84µm
_04006_,12.84µm
_05276_,12.84µm
_05477_,12.84µm
_06576_,12.84µm
_05850_,12.825µm
_00728_,12.82µm
_01342_,12.82µm
_03280_,12.82µm
_03639_,12.82µm
_04866_,12.82µm
_05119_,12.82µm
_00730_,12.81µm
_06641_,12.81µm
_01327_,12.8µm
_01433_,12.8µm
_01769_,12.8µm
_02890_,12.8µm
_04476_,12.8µm
_04760_,12.8µm
_05021_,12.8µm
_05286_,12.8µm
_05951_,12.8µm
_01176_,12.78µm
_05508_,12.78µm
_01102_,12.76µm
_04126_,12.76µm
_04145_,12.76µm
_05461_,12.76µm
net179,12.76µm
_01439_,12.74µm
_04301_,12.74µm
_02817_,12.72µm
_04755_,12.71µm
_01920_,12.7µm
_02697_,12.7µm
_03477_,12.7µm
_03498_,12.7µm
_04949_,12.7µm
w01[3],12.7µm
w11[3],12.7µm
w12[7],12.7µm
w13[3],12.7µm
x1[1],12.7µm
_04684_,12.68µm
_04864_,12.68µm
_04934_,12.68µm
_05497_,12.68µm
_05562_,12.68µm
_05973_,12.68µm
_05986_,12.68µm
_03848_,12.66µm
_06711_,12.66µm
_01108_,12.64µm
_03024_,12.64µm
_03512_,12.64µm
_06672_,12.64µm
_05769_,12.62µm
_00288_,12.6µm
_00717_,12.6µm
_00798_,12.6µm
_03187_,12.6µm
_03494_,12.6µm
_06701_,12.6µm
y2[14],12.6µm
_00543_,12.58µm
_01321_,12.58µm
_02347_,12.58µm
_03769_,12.58µm
_04923_,12.58µm
_05597_,12.58µm
_05861_,12.58µm
_06686_,12.58µm
_03870_,12.56µm
_04119_,12.56µm
_03684_,12.54µm
_05963_,12.54µm
_06797_,12.54µm
_03345_,12.52µm
_04902_,12.52µm
_05343_,12.52µm
w31[6],12.52µm
_04611_,12.515µm
_01642_,12.51µm
_00276_,12.5µm
_00928_,12.5µm
_04627_,12.5µm
_05450_,12.5µm
_06138_,12.5µm
_00431_,12.48µm
_00954_,12.48µm
_01067_,12.48µm
_02815_,12.48µm
_04988_,12.48µm
_05197_,12.48µm
_06552_,12.48µm
_01322_,12.46µm
_01901_,12.46µm
_02218_,12.46µm
_02867_,12.46µm
_04999_,12.46µm
_03739_,12.45µm
_03124_,12.44µm
_04874_,12.44µm
_00015_,12.42µm
_02610_,12.42µm
_03110_,12.42µm
_03764_,12.42µm
_04446_,12.42µm
_05832_,12.42µm
_00906_,12.4µm
_05865_,12.4µm
_06167_,12.4µm
_06455_,12.4µm
_00891_,12.38µm
_01570_,12.38µm
_02248_,12.38µm
_04736_,12.38µm
_06463_,12.38µm
_06775_,12.38µm
w21[1],12.38µm
_00205_,12.37µm
_04411_,12.37µm
_01921_,12.36µm
_02145_,12.36µm
_02365_,12.345µm
_01189_,12.34µm
_01351_,12.34µm
_02671_,12.34µm
_03160_,12.34µm
_03500_,12.34µm
_04602_,12.34µm
_05331_,12.34µm
_06667_,12.34µm
_01042_,12.3µm
_03654_,12.3µm
_04317_,12.3µm
_05186_,12.3µm
_06371_,12.3µm
_03020_,12.28µm
_04643_,12.28µm
_04757_,12.28µm
_06459_,12.28µm
_03777_,12.275µm
_00914_,12.26µm
_02110_,12.26µm
_04014_,12.26µm
_04406_,12.26µm
_05583_,12.26µm
_00514_,12.24µm
_01236_,12.24µm
_03373_,12.24µm
_05521_,12.24µm
w01[7],12.24µm
w02[4],12.24µm
w10[4],12.24µm
w10[6],12.24µm
w11[7],12.24µm
w12[3],12.24µm
w12[4],12.24µm
w13[0],12.24µm
w13[6],12.24µm
w13[7],12.24µm
net221,12.24µm
_01149_,12.22µm
_04034_,12.22µm
_05300_,12.22µm
_06309_,12.22µm
_06450_,12.22µm
_02822_,12.205µm
_00756_,12.2µm
_02631_,12.2µm
_02643_,12.2µm
_03022_,12.2µm
_05220_,12.2µm
_05429_,12.2µm
_06219_,12.2µm
_05395_,12.19µm
_01274_,12.18µm
_01466_,12.18µm
_02089_,12.18µm
_03554_,12.18µm
_06257_,12.18µm
_02313_,12.17µm
_00910_,12.16µm
_02020_,12.16µm
_06380_,12.16µm
_06468_,12.16µm
_06560_,12.16µm
_02154_,12.14µm
_02987_,12.14µm
_03589_,12.14µm
_04789_,12.14µm
_05180_,12.14µm
_06721_,12.14µm
_06731_,12.14µm
_03721_,12.13µm
_00074_,12.12µm
_00371_,12.12µm
_02173_,12.12µm
_03361_,12.12µm
_03919_,12.12µm
_04265_,12.12µm
_04979_,12.12µm
_05389_,12.12µm
net163,12.12µm
_02162_,12.1µm
_03100_,12.1µm
_03717_,12.1µm
_05944_,12.1µm
_06688_,12.1µm
_03185_,12.08µm
_03760_,12.08µm
_03899_,12.08µm
_05498_,12.08µm
_06291_,12.08µm
_06653_,12.08µm
_00349_,12.04µm
_01665_,12.04µm
_03621_,12.04µm
_03995_,12.04µm
_05758_,12.04µm
_02809_,12.035µm
_00102_,12.02µm
_02238_,12.02µm
_03093_,12.02µm
_03908_,12.02µm
_04222_,12.02µm
_05079_,12.015µm
_01743_,12µm
_02091_,12µm
_02147_,12µm
_02471_,12µm
_05397_,12µm
_06175_,12µm
_06723_,12µm
_01079_,11.98µm
_05943_,11.98µm
_06407_,11.97µm
_01169_,11.96µm
_04506_,11.96µm
_04797_,11.96µm
_06623_,11.96µm
_00123_,11.94µm
_00346_,11.92µm
_02124_,11.92µm
_03140_,11.92µm
_03838_,11.92µm
_05485_,11.92µm
_05555_,11.91µm
_05038_,11.9µm
_01638_,11.895µm
_01239_,11.88µm
_01320_,11.88µm
_02327_,11.88µm
_03889_,11.88µm
_03752_,11.87µm
_00340_,11.86µm
_06104_,11.86µm
_01174_,11.84µm
_01393_,11.84µm
_01512_,11.84µm
_02295_,11.84µm
_03033_,11.84µm
_04716_,11.84µm
net943,11.84µm
_00375_,11.82µm
net927,11.82µm
_00572_,11.8µm
_00602_,11.8µm
_00870_,11.8µm
_01325_,11.8µm
_03162_,11.8µm
_03203_,11.8µm
_05127_,11.8µm
_00289_,11.78µm
_00430_,11.78µm
_01171_,11.78µm
_01333_,11.78µm
_02464_,11.78µm
_04842_,11.78µm
_05026_,11.78µm
_05730_,11.78µm
w01[4],11.78µm
w01[5],11.78µm
w10[0],11.78µm
w10[5],11.78µm
w11[1],11.78µm
w11[2],11.78µm
w11[5],11.78µm
w11[6],11.78µm
w12[5],11.78µm
w13[1],11.78µm
w13[2],11.78µm
w13[4],11.78µm
w13[5],11.78µm
w21[5],11.78µm
w22[4],11.78µm
w23[2],11.78µm
x1[2],11.78µm
_00313_,11.76µm
_01114_,11.76µm
_02357_,11.76µm
_02457_,11.76µm
_02111_,11.74µm
_05930_,11.74µm
_06051_,11.74µm
_06668_,11.74µm
_06679_,11.74µm
_00516_,11.72µm
_01188_,11.72µm
_02039_,11.72µm
_03392_,11.72µm
_03480_,11.72µm
_04152_,11.72µm
_05571_,11.72µm
_06546_,11.72µm
_01438_,11.7µm
_01456_,11.7µm
_03237_,11.7µm
_04128_,11.7µm
_04489_,11.7µm
w22[2],11.7µm
_00180_,11.68µm
_00400_,11.68µm
_01802_,11.68µm
_05067_,11.68µm
y1[10],11.68µm
y1[14],11.68µm
y1[15],11.68µm
y1[16],11.68µm
_01953_,11.67µm
_00826_,11.66µm
_01056_,11.66µm
_01300_,11.66µm
_01477_,11.66µm
_01481_,11.66µm
_01492_,11.66µm
_04581_,11.66µm
_06208_,11.66µm
_06660_,11.66µm
_05509_,11.64µm
_00216_,11.62µm
_00989_,11.62µm
_01240_,11.62µm
_04682_,11.62µm
_06209_,11.62µm
_01034_,11.6µm
_03797_,11.6µm
_03885_,11.6µm
_05196_,11.6µm
_00136_,11.58µm
_00725_,11.58µm
_01083_,11.58µm
_01928_,11.58µm
_04090_,11.58µm
_04094_,11.58µm
_06249_,11.58µm
_01971_,11.56µm
_00457_,11.555µm
_00076_,11.54µm
_01207_,11.54µm
_01653_,11.54µm
_04563_,11.54µm
_06183_,11.54µm
net740,11.54µm
_01312_,11.5µm
_02207_,11.5µm
_04083_,11.5µm
_05082_,11.5µm
_06630_,11.5µm
_06690_,11.5µm
_04501_,11.495µm
_06536_,11.49µm
_01909_,11.48µm
w21[3],11.48µm
_04961_,11.47µm
_01214_,11.46µm
_01837_,11.46µm
_01988_,11.46µm
_03966_,11.46µm
_04477_,11.46µm
_04915_,11.46µm
_00172_,11.44µm
_01922_,11.44µm
_05339_,11.44µm
w11[0],11.44µm
_00670_,11.435µm
_00229_,11.42µm
_00749_,11.42µm
_01569_,11.42µm
_02615_,11.42µm
_02941_,11.42µm
_03510_,11.42µm
_03917_,11.42µm
_04976_,11.42µm
_05078_,11.42µm
_05451_,11.42µm
_06728_,11.42µm
_05191_,11.4µm
_02156_,11.39µm
_00638_,11.38µm
_02930_,11.38µm
_02995_,11.38µm
_03309_,11.38µm
_03935_,11.38µm
_05427_,11.38µm
_06485_,11.38µm
_03259_,11.36µm
_04288_,11.36µm
_04953_,11.36µm
_00519_,11.34µm
_00620_,11.34µm
_01354_,11.34µm
_02622_,11.34µm
_02690_,11.34µm
_03362_,11.34µm
_03533_,11.34µm
_06031_,11.34µm
_05265_,11.33µm
_00156_,11.32µm
_01539_,11.32µm
_01595_,11.32µm
_02025_,11.32µm
_02195_,11.32µm
_02590_,11.32µm
_02876_,11.32µm
_05020_,11.32µm
w12[2],11.32µm
_00600_,11.305µm
_00871_,11.3µm
_03163_,11.3µm
_03285_,11.3µm
_03722_,11.3µm
_05065_,11.3µm
_06367_,11.3µm
_02355_,11.28µm
_02684_,11.28µm
_02793_,11.28µm
_04276_,11.28µm
_06162_,11.28µm
_03511_,11.265µm
_01146_,11.26µm
_02040_,11.26µm
_02367_,11.26µm
_03811_,11.26µm
_06783_,11.26µm
y2[11],11.26µm
_00187_,11.24µm
_00524_,11.24µm
_01496_,11.24µm
_05621_,11.24µm
_06086_,11.24µm
_06157_,11.24µm
_01299_,11.23µm
_04927_,11.225µm
_04458_,11.22µm
y0[14],11.22µm
y0[15],11.22µm
y0[16],11.22µm
y1[11],11.22µm
y1[12],11.22µm
y1[13],11.22µm
y1[6],11.22µm
y1[7],11.22µm
y3[14],11.22µm
_03061_,11.205µm
_00162_,11.2µm
_01047_,11.2µm
_01151_,11.2µm
_01235_,11.2µm
_01588_,11.2µm
_01913_,11.2µm
_03054_,11.2µm
_03157_,11.2µm
_03188_,11.2µm
_04841_,11.2µm
_06347_,11.2µm
_03171_,11.19µm
_02870_,11.18µm
_05727_,11.18µm
_05745_,11.18µm
_06185_,11.18µm
_00927_,11.16µm
_02149_,11.16µm
_04457_,11.16µm
_04906_,11.16µm
_05209_,11.16µm
_05849_,11.16µm
_04830_,11.14µm
x2[0],11.14µm
_01819_,11.12µm
_02309_,11.12µm
_02778_,11.12µm
_03216_,11.12µm
_04993_,11.12µm
_05518_,11.12µm
_06060_,11.12µm
_00674_,11.1µm
_00855_,11.1µm
_01801_,11.1µm
_02673_,11.1µm
_02952_,11.1µm
_03324_,11.1µm
_03544_,11.1µm
_04481_,11.1µm
_05352_,11.1µm
_00023_,11.08µm
_01359_,11.08µm
_02320_,11.08µm
_03012_,11.08µm
_03070_,11.08µm
_03538_,11.08µm
_04876_,11.08µm
_05454_,11.08µm
_06193_,11.08µm
_06305_,11.08µm
_01654_,11.075µm
_01677_,11.06µm
_04749_,11.06µm
_04769_,11.06µm
_01507_,11.04µm
_01907_,11.04µm
_04868_,11.04µm
_05029_,11.04µm
_05977_,11.03µm
_00562_,11.02µm
_03363_,11.02µm
_04524_,11.02µm
_06529_,11.02µm
w20[1],11.02µm
w22[5],11.02µm
w31[3],11.02µm
_06342_,11.005µm
_00935_,11µm
_01107_,11µm
_01750_,11µm
_05606_,11µm
_06326_,11µm
_06628_,11µm
_00294_,10.98µm
_01197_,10.98µm
_03925_,10.98µm
_04057_,10.98µm
_00354_,10.96µm
_00834_,10.96µm
_01208_,10.96µm
_01696_,10.96µm
_02070_,10.96µm
_02976_,10.96µm
_04346_,10.96µm
_05100_,10.96µm
_05192_,10.96µm
_06443_,10.96µm
_00702_,10.94µm
_03240_,10.94µm
_05301_,10.94µm
_00270_,10.92µm
_01713_,10.92µm
_01964_,10.92µm
_02474_,10.92µm
_03271_,10.92µm
_03535_,10.92µm
_05133_,10.92µm
_05671_,10.92µm
_05733_,10.92µm
_05842_,10.92µm
net231,10.92µm
_03167_,10.905µm
_02249_,10.9µm
_02473_,10.9µm
_04018_,10.9µm
_04856_,10.9µm
_05050_,10.9µm
_06080_,10.9µm
_01567_,10.88µm
_01576_,10.88µm
_02805_,10.88µm
_03037_,10.88µm
_03183_,10.88µm
_03335_,10.88µm
_04729_,10.88µm
_00036_,10.86µm
_00157_,10.86µm
_00254_,10.86µm
_00872_,10.86µm
_01103_,10.86µm
_01301_,10.86µm
_01630_,10.86µm
_01740_,10.86µm
_03401_,10.86µm
_03664_,10.86µm
_05539_,10.86µm
_02422_,10.84µm
_03476_,10.84µm
_05898_,10.84µm
_05983_,10.84µm
_02646_,10.82µm
_02856_,10.82µm
_02894_,10.82µm
_03002_,10.82µm
_04468_,10.82µm
_05883_,10.82µm
_06402_,10.82µm
_06774_,10.805µm
_03028_,10.8µm
_03126_,10.8µm
_03244_,10.8µm
_03761_,10.8µm
_04553_,10.8µm
_06068_,10.8µm
_06140_,10.8µm
y3[15],10.8µm
_03376_,10.795µm
_01725_,10.79µm
_00191_,10.78µm
_00244_,10.78µm
_00860_,10.78µm
_02412_,10.78µm
_03003_,10.78µm
_03567_,10.78µm
_04527_,10.78µm
_06054_,10.78µm
_06120_,10.78µm
_06299_,10.78µm
_06426_,10.78µm
_02069_,10.765µm
_00472_,10.76µm
_01453_,10.76µm
_01599_,10.76µm
_03154_,10.76µm
_04731_,10.76µm
_06781_,10.76µm
_00032_,10.74µm
_00838_,10.74µm
_01423_,10.74µm
_01892_,10.74µm
_02241_,10.74µm
_02910_,10.74µm
_02916_,10.74µm
_03226_,10.74µm
_04023_,10.74µm
_04748_,10.74µm
_05460_,10.74µm
_05885_,10.74µm
_06390_,10.725µm
_01198_,10.72µm
_02440_,10.72µm
_02885_,10.72µm
_03313_,10.72µm
_02839_,10.71µm
_05154_,10.71µm
_01942_,10.7µm
_02226_,10.7µm
_03375_,10.7µm
_03679_,10.7µm
_03758_,10.7µm
_04559_,10.7µm
_05575_,10.7µm
_05913_,10.7µm
_06506_,10.7µm
net814,10.7µm
_04393_,10.68µm
_05299_,10.68µm
_05782_,10.675µm
_03318_,10.66µm
_05802_,10.66µm
_05965_,10.66µm
_06285_,10.66µm
_06614_,10.66µm
_01343_,10.64µm
_01757_,10.64µm
_03137_,10.64µm
_03151_,10.64µm
_03273_,10.64µm
_04117_,10.64µm
_04445_,10.64µm
_02551_,10.62µm
_03247_,10.62µm
_03730_,10.62µm
_04120_,10.62µm
_04931_,10.62µm
_06030_,10.62µm
_01735_,10.615µm
_00391_,10.6µm
_02942_,10.6µm
_00515_,10.58µm
_02239_,10.58µm
_02971_,10.58µm
_03900_,10.58µm
_04809_,10.58µm
_04835_,10.58µm
_05481_,10.58µm
_02356_,10.56µm
_03435_,10.56µm
_06432_,10.56µm
_00776_,10.54µm
_01767_,10.54µm
_02277_,10.54µm
_02506_,10.54µm
_02838_,10.54µm
_02868_,10.54µm
_04743_,10.54µm
_05142_,10.54µm
_06176_,10.54µm
net845,10.54µm
_01814_,10.52µm
_00712_,10.5µm
_01030_,10.5µm
_01112_,10.5µm
_01560_,10.5µm
_01707_,10.5µm
_02006_,10.5µm
_05706_,10.5µm
_05728_,10.5µm
_06337_,10.5µm
_05311_,10.49µm
_00351_,10.48µm
_01510_,10.48µm
_04047_,10.48µm
_04862_,10.48µm
_05579_,10.465µm
_00054_,10.46µm
_02120_,10.46µm
_02534_,10.46µm
_02578_,10.46µm
_04149_,10.46µm
_05797_,10.46µm
_06008_,10.46µm
_04599_,10.455µm
_01691_,10.44µm
_05322_,10.44µm
_01685_,10.43µm
_00937_,10.42µm
_01781_,10.42µm
_02274_,10.42µm
_02730_,10.42µm
_02820_,10.42µm
_05160_,10.42µm
_05187_,10.42µm
_05280_,10.42µm
_05377_,10.42µm
_05443_,10.42µm
_06070_,10.42µm
_04886_,10.4µm
_05922_,10.4µm
_06260_,10.4µm
_02046_,10.38µm
_04591_,10.38µm
_05004_,10.38µm
_05113_,10.38µm
_05816_,10.38µm
_06537_,10.38µm
_01711_,10.37µm
_00109_,10.36µm
_03743_,10.36µm
_01890_,10.34µm
_02346_,10.34µm
_02928_,10.34µm
_04031_,10.34µm
_00523_,10.32µm
_00729_,10.32µm
_01041_,10.32µm
_01821_,10.32µm
_02157_,10.32µm
_02477_,10.32µm
_02765_,10.32µm
_04167_,10.32µm
_04440_,10.32µm
_04885_,10.32µm
_05413_,10.32µm
_06170_,10.32µm
_02889_,10.31µm
_01224_,10.3µm
_01863_,10.3µm
_03390_,10.3µm
_03423_,10.3µm
_03434_,10.3µm
_04623_,10.3µm
_05024_,10.3µm
_05131_,10.3µm
_05158_,10.3µm
_05210_,10.3µm
_06111_,10.3µm
_00282_,10.28µm
_00771_,10.28µm
_01855_,10.28µm
_01974_,10.28µm
_01986_,10.28µm
_02571_,10.28µm
_04877_,10.28µm
_06282_,10.28µm
_06760_,10.28µm
_00114_,10.26µm
_00703_,10.26µm
_01816_,10.26µm
_02620_,10.26µm
_02794_,10.26µm
_02854_,10.26µm
_05708_,10.26µm
_06071_,10.26µm
_00230_,10.24µm
_00272_,10.24µm
_03516_,10.24µm
_04837_,10.24µm
_06248_,10.24µm
_04460_,10.23µm
_00610_,10.22µm
_03699_,10.22µm
w21[2],10.22µm
w31[4],10.22µm
_00960_,10.21µm
_01054_,10.21µm
_00226_,10.2µm
_00490_,10.2µm
_00608_,10.2µm
_02058_,10.2µm
_03202_,10.2µm
_03584_,10.2µm
_04704_,10.2µm
_01078_,10.19µm
_02896_,10.19µm
_00485_,10.18µm
_00499_,10.18µm
_06720_,10.18µm
_00378_,10.16µm
_01348_,10.16µm
_01600_,10.16µm
_02695_,10.16µm
_02914_,10.16µm
_04437_,10.16µm
_04696_,10.16µm
_04914_,10.16µm
_05199_,10.16µm
_06000_,10.16µm
_06626_,10.16µm
_06710_,10.16µm
_02841_,10.14µm
_03706_,10.14µm
_05213_,10.14µm
_05641_,10.14µm
_06136_,10.14µm
_00633_,10.135µm
_01670_,10.12µm
_03071_,10.12µm
_05542_,10.12µm
_01702_,10.11µm
_00040_,10.1µm
_02175_,10.1µm
_03668_,10.1µm
_06192_,10.1µm
w22[7],10.1µm
_00335_,10.08µm
_01148_,10.08µm
_02487_,10.08µm
_02731_,10.08µm
_03733_,10.08µm
_03994_,10.08µm
_05533_,10.08µm
_00833_,10.06µm
_01414_,10.06µm
_01593_,10.06µm
_02064_,10.06µm
_03017_,10.06µm
_04687_,10.06µm
_06400_,10.06µm
net144,10.06µm
_02472_,10.04µm
_02833_,10.04µm
_03418_,10.04µm
_03458_,10.04µm
_05483_,10.04µm
_05646_,10.04µm
_06361_,10.04µm
_03268_,10.02µm
_03330_,10.02µm
_01195_,10.015µm
_01851_,10µm
_02395_,10µm
_03174_,10µm
_03873_,10µm
_05370_,10µm
_05348_,9.98µm
_05764_,9.98µm
_06465_,9.98µm
_00546_,9.97µm
_00830_,9.96µm
_01153_,9.96µm
_01187_,9.96µm
_01607_,9.96µm
_02880_,9.96µm
_03489_,9.96µm
_03629_,9.96µm
_03637_,9.96µm
_05487_,9.96µm
_06222_,9.96µm
_06805_,9.96µm
_00890_,9.95µm
_01070_,9.94µm
_01518_,9.94µm
_01806_,9.94µm
_03310_,9.94µm
_03808_,9.94µm
_05785_,9.94µm
_06142_,9.94µm
_06411_,9.94µm
_06709_,9.94µm
net737,9.94µm
_02036_,9.925µm
_01323_,9.92µm
_01876_,9.92µm
_01918_,9.92µm
_03109_,9.92µm
_04436_,9.92µm
_04822_,9.92µm
_05032_,9.92µm
_05777_,9.92µm
_00739_,9.9µm
_01202_,9.9µm
_02997_,9.9µm
_03180_,9.9µm
_05471_,9.9µm
_06727_,9.9µm
_00293_,9.88µm
_00763_,9.88µm
_01404_,9.88µm
_02608_,9.88µm
_02875_,9.88µm
_03344_,9.88µm
_03422_,9.88µm
y3[16],9.88µm
_06579_,9.875µm
_04322_,9.87µm
_01004_,9.86µm
_01405_,9.86µm
_03828_,9.86µm
_04051_,9.86µm
_04592_,9.86µm
_04787_,9.86µm
_05447_,9.86µm
_06813_,9.86µm
_00140_,9.84µm
_00447_,9.84µm
_00905_,9.84µm
_01734_,9.84µm
_02724_,9.84µm
_03490_,9.84µm
_03583_,9.84µm
_04013_,9.84µm
_05690_,9.84µm
_06165_,9.84µm
_06417_,9.84µm
_01172_,9.82µm
_02263_,9.82µm
_02467_,9.82µm
_03018_,9.82µm
_03265_,9.82µm
_03329_,9.82µm
_03611_,9.82µm
_04205_,9.82µm
_05207_,9.82µm
_06790_,9.82µm
_06816_,9.82µm
_00856_,9.8µm
_01275_,9.8µm
_04017_,9.8µm
_04280_,9.8µm
_05873_,9.8µm
_00328_,9.78µm
_00578_,9.78µm
_01170_,9.78µm
_01193_,9.78µm
_01467_,9.78µm
_02408_,9.78µm
_02857_,9.78µm
_03965_,9.78µm
_01308_,9.76µm
_03969_,9.76µm
_05121_,9.76µm
_05557_,9.76µm
_00113_,9.74µm
_01080_,9.74µm
_01976_,9.74µm
_02030_,9.74µm
_02206_,9.74µm
_02988_,9.74µm
_03580_,9.74µm
_04483_,9.74µm
_04804_,9.74µm
_05122_,9.74µm
_06369_,9.74µm
_04582_,9.73µm
_01168_,9.72µm
_01254_,9.72µm
_02548_,9.72µm
_02911_,9.72µm
_03004_,9.72µm
_03336_,9.72µm
_04801_,9.72µm
_05237_,9.72µm
_05920_,9.72µm
_06573_,9.72µm
_05623_,9.705µm
_00394_,9.7µm
_01495_,9.7µm
_03468_,9.7µm
_03763_,9.7µm
_03795_,9.7µm
_05144_,9.7µm
_05278_,9.7µm
_05619_,9.7µm
_05995_,9.7µm
_06016_,9.7µm
_06102_,9.7µm
_06195_,9.7µm
_02810_,9.68µm
net939,9.68µm
_00410_,9.66µm
_03416_,9.66µm
_02264_,9.64µm
x0[1],9.64µm
x1[5],9.64µm
net846,9.64µm
_03574_,9.625µm
_00088_,9.62µm
_00583_,9.62µm
_00940_,9.62µm
_01212_,9.62µm
_02379_,9.62µm
_03190_,9.62µm
_03522_,9.62µm
_03989_,9.62µm
_04197_,9.62µm
_04270_,9.62µm
_04907_,9.62µm
_05688_,9.62µm
_05700_,9.62µm
_06029_,9.62µm
_06205_,9.62µm
_06542_,9.62µm
_01155_,9.61µm
_06081_,9.605µm
_02178_,9.6µm
_03818_,9.6µm
_04433_,9.6µm
_05117_,9.6µm
_05270_,9.6µm
_06401_,9.6µm
_06646_,9.6µm
_00885_,9.59µm
_00520_,9.58µm
_01416_,9.58µm
_01633_,9.58µm
_01797_,9.58µm
_03412_,9.58µm
_03576_,9.58µm
_03771_,9.58µm
_03778_,9.58µm
_04965_,9.58µm
_05031_,9.58µm
_05776_,9.58µm
_06568_,9.58µm
_06661_,9.58µm
_06689_,9.58µm
_01066_,9.56µm
_03417_,9.56µm
_01061_,9.54µm
_02566_,9.54µm
_02933_,9.54µm
_03168_,9.54µm
_03726_,9.54µm
_04821_,9.54µm
_05310_,9.54µm
_00317_,9.52µm
_03670_,9.52µm
_05805_,9.52µm
_06745_,9.505µm
_00477_,9.5µm
_01196_,9.5µm
_01421_,9.5µm
_01431_,9.5µm
_01622_,9.5µm
_04672_,9.5µm
_04823_,9.5µm
_05565_,9.5µm
_05691_,9.5µm
_05729_,9.5µm
_06294_,9.5µm
_00337_,9.48µm
_00677_,9.48µm
_00982_,9.48µm
_01398_,9.48µm
_01418_,9.48µm
_01723_,9.48µm
_02342_,9.48µm
_02999_,9.48µm
_03038_,9.48µm
_03144_,9.48µm
_03481_,9.48µm
_03565_,9.48µm
_04619_,9.48µm
_05860_,9.48µm
_06163_,9.48µm
_06446_,9.48µm
net239,9.48µm
_00119_,9.46µm
_00190_,9.46µm
_00199_,9.46µm
_01006_,9.46µm
_02946_,9.46µm
